ID,cityID,typeID,cost,lat,lng
1,104,101,300,25.05603020034,121.54421981156
2,235,101,150,25.00261600039,121.4722600113
3,241,101,145,25.0662050195,121.49877100046
4,106,101,745,25.02663450912,121.55180301432
5,110,101,64,25.03951001948,121.57673801587
6,105,101,53,25.05789550847,121.55753800246
7,108,101,25,25.04363301623,121.50677100228
8,110,101,140,25.04227400897,121.5685550036
9,105,101,303,25.05850900164,121.55192900443
10,235,101,85,24.98973851316,121.51039731825
11,115,101,60,25.05404460556,121.59760291645
12,235,101,90,24.98453001224,121.50598730824
13,103,101,340,25.05802301112,121.51902200072
14,220,101,340,25.01351300417,121.4664973067
15,241,101,13,25.06074861866,121.46101570536
17,111,101,277,25.10365061366,121.52195641443
18,106,101,24,25.03065371683,121.55550750574
19,236,101,160,24.98719891429,121.46638200738
20,231,101,101,24.96359870881,121.5423947057
21,106,101,200,25.02896991323,121.52836500015
22,106,101,503,25.03828361896,121.55484560537
23,105,101,88,25.0569792101,121.56335211109
24,106,101,257,25.0406097098,121.5546087185
25,106,101,754,25.0309730143,121.52881400764
26,116,101,60,25.00088501871,121.5512620027
27,111,101,300,25.11185700531,121.53136700391
28,106,101,100,25.0261234197,121.55204651834
29,114,101,120,25.10008601397,121.58698000059
30,236,101,45,24.98614030697,121.45023031061
31,235,101,443,24.99775701062,121.48785700304
32,112,101,200,25.11076201936,121.51548401761
33,104,101,646,25.04860500476,121.53611280322
34,106,101,65,25.04975101819,121.51746900036
35,110,101,250,25.0287024088,121.5769572135
36,108,101,77,25.0265170146,121.49477201852
37,100,101,118,25.09107500255,121.55983450905
38,100,101,45,25.01174300071,121.53594201424
39,111,101,200,25.08900901187,121.52422200696
40,236,101,80,24.96516900765,121.42022121042
41,115,101,324,25.0527490134,121.61776201156
42,110,101,965,25.03349291212,121.56410101922
43,220,101,135,25.027874408,121.46019490692
45,114,101,120,25.07994640107,121.57857510909
46,106,101,160,25.02039500727,121.53353001125
47,235,101,275,24.99773490728,121.48559700158
48,105,101,40,25.04980101295,121.57719000165
49,220,101,25,25.01688801176,121.47334500572
50,110,101,500,25.03948120964,121.5658476075
51,115,101,63,25.05188700995,121.5936350184
52,105,101,400,25.05816401918,121.5448950027
53,106,101,150,25.01928850734,121.53290360611
54,234,101,500,25.01018801154,121.51055001727
55,104,101,500,25.06379601278,121.52139600473
56,104,101,315,25.05051810401,121.52693390297
57,220,101,390,25.01826060092,121.46056770197
58,233,101,340,24.8831925404091,121.556257115522
59,244,101,80,25.08404021154,121.37595700816
60,220,101,423,25.0053192950216,121.459780942844
61,110,101,200,25.02699990227,121.56673601187
62,116,101,92,24.98311090873,121.56212900981
63,234,101,119,25.01497500844,121.51537500105
64,207,101,80,25.17535941761,121.68715230091
65,106,101,110,25.03674520708,121.55454961768
66,242,101,55,25.04578000662,121.45474500524
67,220,101,102,25.0323640013221,121.471510423854
68,100,101,433,25.04304101979,121.51337101958
69,104,101,330,25.05325200891,121.52346731226
70,220,101,248,25.01649750111,121.47086670954
71,106,101,352,25.04074921457,121.55323030357
72,110,101,147,25.03630100662,121.56744330341
73,241,101,60,25.05391661978,121.49115951868
74,100,101,194,25.04470791333,121.51679181436
75,208,101,775,25.25882171949,121.6276018077
76,241,101,118,25.07095501966,121.49542700354
77,104,101,83,25.06493151206,121.52358650582
78,242,101,200,25.04504021212,121.45643561852
79,115,101,990,25.05729741685,121.61647031049
80,106,101,805,25.02938991207,121.53051600358
81,104,101,130,25.08248791894,121.55809351401
82,242,101,65,25.03871510841,121.43229321522
83,104,101,130,25.07740401803,121.54860100569
84,100,101,526,25.04413031375,121.52939950886
85,104,101,100,25.05549641586,121.54438550082
86,106,101,959,25.04314170319,121.55280171009
87,114,101,705,25.08050400053,121.59021001824
88,241,101,128,25.05846100002,121.48287800824
89,106,101,105,25.04369481373,121.54556061346
90,106,101,341,25.04368761663,121.54604901265
91,220,101,286,25.02308901709,121.46875900761
92,110,101,350,25.03948121135,121.56584760774
93,237,101,140,24.94736701056,121.373199006
94,106,101,410,25.03462700954,121.55853301667
95,106,101,262,25.04023860085,121.54797120121
96,110,101,129,25.04196201431,121.56338100389
97,111,101,290,25.09019801576,121.52521700791
98,241,101,30,25.06635770241,121.49858641456
99,114,101,263,25.08163831679,121.57245171647
100,241,101,200,25.0822727096,121.49622870767
101,231,101,47,24.97143301026,121.53580201708
102,251,101,300,25.17279401914,121.43961000729
103,242,101,20,25.03305220422,121.45019070018
104,241,101,303,25.07238990584,121.47121300587
105,220,101,222,25.00278580871,121.45603801381
106,231,101,195,24.97973650011,121.54003340225
107,235,101,165,24.99367890695,121.5172163025
108,106,101,177,25.03654830247,121.54693530681
109,103,101,113,25.07211101881,121.51808901509
110,115,101,600,25.05980330659,121.61588461126
111,100,101,183,25.02999981688,121.51660021875
112,105,101,340,25.05734930332,121.56639271782
113,104,101,100,25.04984820916,121.52300430919
114,106,101,350,25.02363000044,121.54366800235
115,106,101,78,25.02970600377,121.52928701217
116,114,101,134,25.0778755608476,121.57649774086
117,105,101,150,25.06780260288,121.56809310538
118,108,101,280,25.045345208,121.50539031154
119,242,101,53,25.04649740601,121.45489751814
120,110,101,320,25.03810231377,121.58413561695
121,106,101,403,25.02683000323,121.54180170227
122,112,101,175,25.11628700082,121.51656490589
123,114,101,207,25.06790801023,121.61487521273
124,105,101,220,25.04282551422,121.563306113
125,220,101,192,25.03046191693,121.46897190389
126,110,101,100,25.0442200184,121.57035900248
127,108,101,100,25.04534520467,121.50539030029
128,100,101,313,25.04093040258,121.53063080599
129,105,101,600,25.04478360651,121.55076501512
130,103,101,55,25.06383051803,121.53379281554
131,220,101,300,25.03069970874,121.46762421861
132,233,101,160,24.8635942101,121.55140390046
133,104,101,208,25.05212940079,121.540673101
134,108,101,169,25.04335351037,121.50727520466
135,105,101,94,25.05036200202,121.57335191556
136,114,101,47,25.08101591794,121.57230780752
137,103,101,135,25.05487641513,121.54199801561
138,244,101,250,25.07898080175,121.38814081945
139,224,101,123,25.10859400778,121.80434290505
140,241,101,500,25.07219860363,121.49308030791
141,106,101,303,25.04352280079,121.55748961821
142,221,101,110,25.06546500417,121.65702900793
143,112,101,365,25.13791800594,121.50302901518
144,248,101,230,25.08387860415,121.43811341079
145,114,101,186,25.08090801688,121.57166101299
146,112,101,370,25.1337910093,121.50020700307
147,114,101,232,25.07135000667,121.57746121108
148,110,101,483,25.04485591752,121.56837511779
149,106,101,453,25.04135900818,121.54414501715
150,105,101,178,25.0500877167529,121.546349303352
151,104,101,280,25.05129190226,121.52049600208
152,220,101,500,25.01729371741,121.46975800146
153,100,101,35,25.04361301832,121.5229961024
154,100,101,200,25.02873900544,121.52085500254
155,105,101,460,25.06112991087,121.56426400354
156,114,101,215,25.08174171769,121.57316590268
157,220,101,246,25.0203250112,121.4691048151
159,106,101,450,25.03722490417,121.54739651422
160,106,101,620,25.04032351152,121.54916570936
161,104,101,242,25.07797871444,121.54775880845
162,234,101,49,25.01322410133,121.51529370605
163,115,101,100,25.05495090385,121.61422501641
164,235,101,273,25.00615931703,121.4745588198
165,220,101,80,25.02990160187,121.47237001433
166,236,101,110,24.9866658178,121.44997220722
167,247,101,44,25.0823958061,121.45974700776
169,242,101,20,25.05226491708,121.45804801515
170,106,101,573,25.03412121142,121.5527126095
171,105,101,90,25.05208670537,121.55725911911
172,234,101,360,24.99685480502,121.52000630357
173,231,101,28,24.97595600427,121.54291700593
174,100,101,555,25.04323501774,121.52871100206
175,242,101,50,25.02863401667,121.41221400616
176,237,101,85,24.93734821008,121.37412611746
177,220,101,82,25.01686400137,121.47372401807
179,104,101,350,25.0831059032,121.54817201828
181,114,101,957,25.07270190772,121.57494041437
182,247,101,500,25.08338170317,121.46276780728
183,106,101,400,25.02548641635,121.54946810191
184,110,101,655,25.03332491809,121.55937520853
185,106,101,55,25.03317361915,121.54554061277
186,110,101,252,25.04408101897,121.56788901438
187,105,101,586,25.05744501092,121.54683901832
188,220,101,176,25.02192191383,121.46655900794
189,110,101,290,25.04161000192,121.57751100686
190,104,101,50,25.06084320974,121.53154730242
191,111,101,358,25.10382801674,121.52245201525
192,220,101,170,25.03197201772,121.4766080144
193,104,101,385,25.05566290322,121.54268000171
194,106,101,215,25.04279810412,121.55365180681
195,100,101,103,25.04792390831,121.51708100661
196,243,101,310,25.05643200616,121.43165800542
197,100,101,130,25.04612600193,121.51229601764
198,111,101,40,25.08916691026,121.52483900395
199,100,101,242,25.07101201654,121.51874000971
200,251,101,80,25.1778430037,121.44442330653
201,110,101,365,25.02975840632,121.56191861588
202,115,101,455,25.05759350556,121.61670790564
203,234,101,65,24.99745621212,121.52252800115
204,104,101,55,25.0511950016,121.53264301717
205,220,101,210,25.01628700625,121.45432901472
206,231,101,199,24.97090550595,121.53710041167
207,106,101,483,25.04372760413,121.544786803
208,114,101,210,25.0777114014,121.57773571399
209,100,101,100,25.04417500867,121.53153700061
210,242,101,462,25.04532371266,121.45305450599
211,100,101,28,25.04439730146,121.52595671651
212,111,101,370,25.10918641988,121.53291520292
213,106,101,679,25.03834501823,121.55128100941
214,103,101,242,25.06575450887,121.51733510333
215,234,101,197,24.99868561637,121.51650281983
216,104,101,396,25.04635000394,121.53199601221
217,104,101,659,25.04943670519,121.53447720733
219,106,101,75,25.03009801012,121.55534270158
221,244,101,230,25.06981551411,121.36700991993
222,220,101,100,25.02548341622,121.46253460397
223,234,101,825,25.00741690891,121.51353920277
224,106,101,260,25.03002840831,121.55090030626
225,111,101,55,25.0869330092,121.52632701837
226,111,101,219,25.09465201789,121.52540880395
227,247,101,92,25.08096700822,121.47857200935
228,103,101,561,25.06313051386,121.51667791058
229,242,101,237,25.03332901262,121.43229901096
230,244,101,278,25.07367250458,121.36144890021
231,115,101,300,25.05387301461,121.59257291574
232,105,101,135,25.04849481469,121.5624309059
233,104,101,260,25.05484090001,121.53298291557
234,237,101,600,24.84518341356,121.44948640953
236,100,101,111,25.03519901404,121.50784901107
237,103,101,308,25.05231201016,121.51986001054
238,104,101,250,25.05111241324,121.51839931981
239,114,101,1200,25.0796106265934,121.571704286577
240,100,101,225,25.03048901673,121.52061281852
241,100,101,93,25.04350310278,121.53180540633
242,106,101,437,25.02326200969,121.52808901841
243,220,101,900,24.99629441544,121.45707221384
244,100,101,182,25.04159170331,121.5266590099
245,220,101,665,25.01147661673,121.46419140865
