ID,cityID,pet,rent,space,lat,lng,label,floor,unit,transport,twd97,food:avgcost,tag:pet,tag:transport,tag:capital,tag:home,tag:sport,tag:culture,tag:safe,tag:food
9583,105,N,25000,10.31,25.051652899999997,121.5648041,套,4,2424.8302618816683,3,"(306988.0616217983, 2771617.691441117)",206.87261146496814,False,True,False,False,False,True,True,True
9584,106,Y,66000,61.37,25.0423832,121.53786170000001,套,8,1075.4440280267231,3,"(304273.6334309793, 2770579.8499703365)",250.27659574468086,True,True,False,False,True,True,True,True
9585,106,Y,42000,22.58,25.0356164,121.54936140000001,套,2,1860.0531443755535,3,"(305437.09005300765, 2769834.9812284396)",449.14285714285717,True,True,False,False,True,True,True,True
9586,106,Y,45000,40.38,25.022623100000004,121.53228,套,12,1114.413075780089,3,"(303718.99820131925, 2768388.888387225)",206.816091954023,True,True,False,False,False,True,True,True
9587,103,Y,69999,70.0,25.0608846,121.5212636,套,7,999.9857142857144,3,"(302590.85542783164, 2772622.6146937883)",179.696,True,True,False,False,False,True,True,True
9588,231,N,9000,8.0,24.9576032,121.5113523,套,5,1125.0,2,"(301634.04119271174, 2761178.8539382983)",153.75,False,True,False,False,False,False,True,True
9589,116,N,13500,9.1,24.9852715,121.5800858,套,2,1483.5164835164835,2,"(308561.4841785819, 2764271.4289868795)",150.22222222222223,False,True,False,False,False,False,True,True
9590,111,Y,75000,43.42,25.1192983,121.52945840000001,套,4,1727.3146015660986,2,"(303392.2984475876, 2779096.089695069)",315.6170212765957,True,False,False,False,False,False,False,False
9591,110,N,41000,37.32,25.0458506,121.5689778,套,6,1098.6066452304392,3,"(307411.89419653855, 2770976.7579015866)",176.55714285714285,False,True,False,False,False,True,True,True
9592,103,N,88000,56.2,25.0581505,121.51967909999999,套,3,1565.8362989323846,3,"(302432.15413180186, 2772319.155221382)",167.47272727272727,False,True,False,False,True,True,True,True
9593,106,Y,64500,32.63,25.040736,121.543462,套,6,1976.7085504137297,3,"(304839.4824161508, 2770399.6541023734)",322.3731778425656,True,True,False,False,True,True,True,True
9594,106,Y,64999,25.66,25.0356304,121.5466531,套,2,2533.086515978176,3,"(305163.77878168825, 2769835.4257015446)",348.61046511627904,True,True,False,False,True,True,True,True
9595,111,N,65000,37.23,25.1068039,121.52387240000002,套,4,1745.9038409884506,3,"(302834.3485321539, 2777709.930840271)",263.11,False,True,False,False,False,False,False,False
9596,244,N,18000,37.84,25.0789581,121.38529609999999,套,12,475.68710359408027,1,"(288867.0840566016, 2774578.5454168636)",217.78947368421052,False,False,False,False,True,True,True,True
9597,112,N,12500,6.0,25.1197759,121.511496,套,1,2083.333333333333,3,"(301580.679875077, 2779142.0063310647)",282.3125,False,True,False,False,False,False,True,True
9598,116,N,7000,5.0,24.9884384,121.54706029999998,套,3,1400.0,3,"(305225.97377435083, 2764608.357780795)",117.8,False,False,True,False,False,False,False,False
9599,251,N,5500,5.0,25.175459399999998,121.4461105,套,2,1100.0,2,"(294966.5239300339, 2785286.462454404)",132.35211267605635,False,False,True,False,True,False,False,False
9600,110,N,31999,21.25,25.0329345,121.57244890000001,套,6,1505.835294117647,3,"(307768.1980909034, 2769547.5705943964)",268.75,False,True,False,False,False,True,True,False
9601,241,N,16500,10.0,25.063318,121.497445,套,2,1650.0,3,"(300186.73956496146, 2772883.101848022)",170.02479338842974,False,True,False,False,True,False,True,True
9602,251,N,6500,6.0,25.174749,121.446396,套,4,1083.3333333333333,3,"(294995.56259524054, 2785207.8692227853)",137.4927536231884,False,False,True,False,True,False,False,False
9603,244,Y,22000,48.0,25.0847121,121.37950430000001,套,15,458.33333333333326,2,"(288281.03600188426, 2775214.2320414037)",283.9,True,False,False,False,False,False,False,False
9604,114,Y,26000,26.0,25.0565642,121.5831088,套,2,1000.0,2,"(308832.67998919485, 2772169.5326552717)",132.55555555555554,True,False,False,False,False,False,False,False
9605,106,N,10000,6.0,25.016901,121.5581818,套,2,1666.666666666667,3,"(306335.734927219, 2767765.5994675397)",138.125,False,True,False,False,False,True,True,False
9606,220,Y,10000,12.48,25.0057195,121.4555733,套,11,801.2820512820513,3,"(295983.75131379423, 2766488.344307887)",116.09160305343511,True,False,False,False,True,False,False,False
9607,220,N,22000,49.7,24.9821068,121.4283479,套,9,442.6559356136821,1,"(293243.9556720578, 2763863.953167779)",150.0,False,True,False,False,True,True,True,False
9608,251,N,22000,47.67,25.1816362,121.42193780000001,套,6,461.5061883784351,2,"(292527.81969717843, 2785962.792637221)",201.7,False,True,False,False,True,False,False,True
9609,220,N,8000,9.0,25.015092000000003,121.460039,套,1,888.8888888888888,3,"(296430.9833465858, 2767528.0049441378)",208.0625,False,False,True,False,True,False,False,False
9610,241,N,10500,8.0,25.0595329,121.48586200000001,套,2,1312.5,3,"(299019.62973069894, 2772459.5960244364)",139.62745098039215,False,True,False,False,True,False,False,True
9611,251,N,7500,12.5,25.178127,121.44982399999999,套,3,600.0,2,"(295339.8509860557, 2785583.1885129814)",118.67032967032966,False,False,True,False,False,False,False,False
9612,100,N,60000,70.0,25.046995000000003,121.511923,套,3,857.1428571428571,3,"(301654.276916364, 2771080.5274177943)",128.35374149659864,False,True,False,False,True,True,True,True
9613,221,Y,4800,5.0,25.041908199999998,121.62133030000001,套,3,960.0,2,"(312696.5814585656, 2770563.3024879345)",118.25,True,False,True,False,False,False,False,False
9614,237,N,23000,29.04,24.9396818,121.3777685,套,10,792.0110192837467,2,"(288150.72503669444, 2759149.6708092643)",157.875,False,True,False,False,True,False,False,True
9615,235,Y,23000,24.0,24.990355100000002,121.501283,套,11,958.3333333333335,3,"(300603.8710024451, 2764802.7995744674)",133.04761904761904,True,False,False,False,True,False,False,False
9616,114,N,7200,2.5,25.084568899999997,121.59584280000001,套,5,2880.0,3,"(310103.835021788, 2775277.120064721)",224.68627450980392,False,False,True,False,False,False,False,False
9617,231,N,50000,68.0,24.9778486,121.54544409999998,套,7,735.2941176470587,3,"(305067.53082368814, 2763434.7234678566)",220.8048780487805,False,True,False,False,False,False,False,True
9618,103,Y,12500,7.0,25.071811,121.51357800000001,套,3,1785.7142857142858,3,"(301810.83707521344, 2773829.91845987)",132.25974025974025,True,True,False,False,False,False,True,True
9619,251,N,11000,15.16,25.1784883,121.44802040000002,套,5,725.5936675461743,2,"(295157.92224033165, 2785622.602501906)",121.20183486238533,False,True,False,False,True,False,False,True
9620,251,Y,19000,19.0,25.136496899999997,121.4611255,套,18,1000.0,3,"(296494.77405706374, 2780975.822245195)",164.0151515151515,True,False,False,False,False,False,False,False
9621,251,Y,4000,8.0,25.1788644,121.43692730000001,套,6,500.0,2,"(294039.65124208154, 2785660.5880787466)",130.875,True,False,True,False,True,False,False,False
9622,112,N,11500,7.0,25.113677399999997,121.51061999999999,套,3,1642.857142857143,3,"(301494.8954875, 2778466.1630358673)",238.55555555555554,False,True,False,False,False,False,True,True
9623,110,N,19999,10.0,25.040119100000002,121.5642715,套,3,1999.9,3,"(306939.6484140491, 2770339.9147609444)",314.375,False,True,False,False,False,True,True,True
9624,104,Y,13000,10.0,25.06374,121.527456,套,8,1300.0,3,"(303214.3913615323, 2772941.317273642)",333.32530120481925,True,True,False,False,False,True,True,True
9625,222,N,6800,6.0,25.003631,121.61754599999999,套,4,1133.3333333333333,2,"(312334.0393906463, 2766321.730747208)",131.2941176470588,False,False,True,False,False,False,False,False
9626,220,N,15000,20.0,25.019444,121.474453,套,6,750.0,3,"(297884.09785728867, 2768015.0689864205)",116.94736842105263,False,True,False,False,True,True,False,True
9627,220,N,13000,12.0,25.006815600000003,121.4559561,套,3,1083.3333333333333,3,"(296021.9817240271, 2766609.882841618)",125.86627906976744,False,True,False,False,True,True,False,True
9628,103,N,15000,9.0,25.0522149,121.51718840000001,套,7,1666.666666666667,3,"(302183.3680422887, 2771660.7321609296)",188.9816513761468,False,True,False,False,True,True,True,True
9629,251,N,4500,6.5,25.177406100000002,121.44942350000001,套,5,692.3076923076923,2,"(295299.7486705396, 2785503.2020574277)",123.1826923076923,False,False,True,False,False,False,False,False
9630,235,N,7000,6.0,25.005916600000003,121.474617,套,4,1166.6666666666667,2,"(297905.8978496667, 2766516.7718588063)",195.89380530973452,False,False,True,False,True,False,False,False
9631,234,N,7500,5.0,25.0083344,121.5156304,套,4,1500.0,3,"(302044.67321076157, 2766799.701592237)",168.3926380368098,False,False,True,False,True,False,False,True
9632,111,Y,10000,6.0,25.096787,121.52160400000001,套,1,1666.666666666667,3,"(302609.85363665584, 2776599.5103669795)",130.16,True,True,False,False,False,False,False,False
9633,220,Y,35000,38.0,25.0225398,121.472075,套,7,921.0526315789474,3,"(297642.9000604934, 2768357.1354508228)",157.85714285714286,True,False,False,False,True,False,False,True
9634,251,N,15000,31.0,25.1694957,121.44718590000002,套,4,483.8709677419355,3,"(295077.115258658, 2784626.2434424553)",166.91275167785236,False,True,False,False,True,False,False,False
9635,104,N,12000,7.0,25.056120999999997,121.52125649999999,套,2,1714.2857142857142,3,"(302592.17228458123, 2772094.9687277945)",271.3972602739726,False,True,False,False,True,True,True,True
9636,220,N,8000,4.5,25.0202955,121.46268359999999,套,5,1777.7777777777776,3,"(296695.9338877932, 2768105.27641139)",186.3661971830986,False,False,True,False,True,False,False,False
9637,116,N,12000,14.0,25.0053516,121.54919459999999,套,3,857.1428571428571,3,"(305433.8482653977, 2766482.6201124894)",143.0,False,True,False,False,False,True,True,False
9638,236,N,7000,6.0,24.968873199999997,121.4383435,套,8,1166.6666666666667,3,"(294257.8113135678, 2762401.3761731177)",280.3333333333333,False,False,True,False,False,False,False,False
9639,220,N,55000,71.0,25.018887699999997,121.48437309999998,套,12,774.6478873239438,2,"(298885.5180426504, 2767956.993701493)",91.66666666666667,False,True,False,False,True,True,True,False
9640,220,N,8500,6.0,25.0180997,121.47907659999998,套,2,1416.666666666667,2,"(298351.2675478216, 2767867.810399978)",138.109756097561,False,False,True,False,True,False,False,True
9641,220,N,28000,32.0,25.0104175,121.47299939999999,套,5,875.0,2,"(297740.88160384056, 2767014.740459038)",145.04347826086956,False,True,False,False,True,True,False,True
9642,220,Y,30000,44.0,24.9838012,121.42570420000001,套,4,681.8181818181819,2,"(292976.4682221353, 2764050.7907785494)",90.0,True,False,False,False,False,False,False,False
9643,220,N,6600,5.0,25.017138,121.462593,套,3,1320.0,3,"(296687.98424784734, 2767755.506519522)",251.46753246753246,False,False,True,False,True,False,False,False
9644,234,N,37000,41.4,25.0073997,121.5028304,套,3,893.7198067632851,2,"(300753.07953355036, 2766691.315367599)",204.5,False,True,False,False,True,True,True,False
9645,111,N,12500,11.0,25.109208499999998,121.526674,套,3,1136.3636363636365,3,"(303115.8658038381, 2777977.378967411)",218.8793103448276,False,True,False,False,False,False,False,False
9646,236,N,7000,7.0,24.9799213,121.44257350000001,套,4,1000.0,3,"(294680.9121234942, 2763626.489131751)",241.625,False,False,True,False,False,False,False,False
9647,251,N,5000,5.0,25.1684161,121.44842009999999,套,2,1000.0,3,"(295201.92443246924, 2784507.0734646698)",178.1451612903226,False,False,True,False,True,False,False,False
9648,104,N,6800,5.0,25.081779,121.545598,套,2,1360.0,3,"(305036.6874148701, 2774946.688645957)",175.20325203252034,False,False,True,False,False,False,True,False
9649,108,N,6000,6.0,25.0457785,121.50269909999999,套,12,1000.0,3,"(300724.0478924979, 2770942.292509491)",263.3958333333333,False,True,True,False,True,True,True,True
9650,221,N,4500,3.0,25.043952899999997,121.6218439,套,3,1500.0,2,"(312747.36806899303, 2770790.0250885077)",198.0,False,False,True,False,False,False,False,False
9651,100,Y,26500,17.0,25.0263402,121.52396570000002,套,4,1558.8235294117646,3,"(302878.2907382536, 2768797.341981966)",177.08759124087592,True,True,False,False,True,True,True,True
9652,244,N,4500,5.0,25.0785443,121.38967749999999,套,2,900.0,1,"(289309.19815145154, 2774533.978005888)",131.05555555555554,False,False,True,False,False,False,False,False
9653,111,N,9500,8.0,25.0978183,121.54792739999999,套,1,1187.5,2,"(305264.46343037055, 2776724.254986849)",231.25,False,True,False,False,False,True,True,False
9654,106,N,15500,6.0,25.033126,121.54507199999999,套,2,2583.333333333333,3,"(305005.34069023444, 2769557.381134881)",235.6178861788618,False,True,False,False,True,True,True,True
9655,106,N,32500,26.0,25.027935999999997,121.52634499999999,套,2,1250.0,3,"(303117.72560416197, 2768975.0322203576)",204.68333333333334,False,True,False,False,True,True,True,True
9656,237,Y,7000,10.0,24.936794,121.37396899999999,套,7,700.0,2,"(287767.8914238278, 2758828.7496529943)",132.78571428571428,True,False,True,False,False,False,False,False
9657,104,N,38000,20.0,25.0451717,121.5423813,套,2,1900.0,3,"(304728.46056309267, 2770890.539924424)",339.44489795918366,False,True,False,False,True,True,True,True
9658,234,N,7500,6.0,25.013632,121.519473,套,7,1250.0,3,"(302430.2799389823, 2767387.97096599)",125.37777777777778,False,True,True,False,True,False,True,True
9659,234,N,11000,8.5,25.005836600000002,121.5262518,套,4,1294.1176470588236,2,"(303117.8278719168, 2766527.1538033215)",145.33333333333334,False,True,False,False,False,True,True,False
9660,231,N,6600,4.0,24.9790096,121.5421143,套,4,1650.0,3,"(304730.8369602479, 2763561.973957309)",169.27083333333334,False,False,True,False,False,False,False,False
9661,238,Y,10500,11.0,25.011960199999997,121.4132615,套,17,954.5454545454544,2,"(291710.8088299436, 2767165.8997629867)",101.5,True,False,False,False,False,False,False,False
9662,116,N,33000,21.0,25.0072903,121.537888,套,5,1571.428571428571,3,"(304291.72410814837, 2766692.783689598)",186.2,False,True,False,False,False,True,True,False
9663,234,N,12600,9.0,25.014548899999998,121.51387199999999,套,2,1400.0,3,"(301864.57738651417, 2767487.3757103845)",142.46846846846847,False,True,False,False,True,True,False,True
9665,244,N,23000,17.0,25.0667819,121.3610831,套,5,1352.9411764705885,2,"(286428.1566638079, 2773223.1135188034)",272.5,False,False,False,False,True,True,True,True
9666,234,N,7500,5.0,24.9979508,121.5200678,套,3,1500.0,2,"(302496.9786044132, 2765651.275517819)",200.91071428571428,False,False,True,False,True,False,False,True
9667,103,N,13000,7.0,25.051647600000003,121.5134389,套,4,1857.142857142857,3,"(301805.28219714994, 2771596.4540603906)",172.92424242424244,False,True,False,False,True,True,True,True
9668,106,Y,17500,10.0,25.0422708,121.5423509,套,6,1750.0,3,"(304726.6805800263, 2770569.20750937)",279.87462686567164,True,True,False,False,True,True,True,True
9669,108,Y,12500,7.0,25.043769100000002,121.5049374,套,4,1785.7142857142858,3,"(300950.73410981416, 2770720.5615922697)",220.4553376906318,True,True,False,False,True,True,True,True
9670,106,Y,17000,10.0,25.0422708,121.5423509,套,6,1700.0,3,"(304726.6805800263, 2770569.20750937)",279.87462686567164,True,True,False,False,True,True,True,True
9671,108,Y,12000,7.0,25.0430489,121.5067825,套,5,1714.2857142857142,3,"(301137.2158406984, 2770641.484309686)",208.24807692307692,True,True,False,False,True,True,True,True
9672,104,Y,19500,10.0,25.0624706,121.5311909,套,3,1950.0,3,"(303591.7600311927, 2772802.1859065965)",269.13793103448273,True,True,False,False,False,True,True,True
9673,108,Y,12500,10.0,25.03977,121.501502,套,2,1250.0,3,"(300605.7203270301, 2770276.311738327)",123.80952380952381,True,True,False,False,False,True,True,True
9674,103,Y,11500,7.0,25.051959399999998,121.51175829999998,套,3,1642.857142857143,3,"(301635.57841586065, 2771630.348315625)",214.23076923076923,True,True,False,False,True,True,True,True
9675,103,N,12500,7.0,25.051647600000003,121.5134389,套,4,1785.7142857142858,3,"(301805.28219714994, 2771596.4540603906)",172.92424242424244,False,True,False,False,True,True,True,True
9676,115,Y,22000,15.0,25.049862,121.589906,套,2,1466.666666666667,3,"(309521.7348632435, 2771430.1274528713)",257.8888888888889,True,False,False,False,False,False,False,False
9677,241,N,7300,6.0,25.0563507,121.4869537,套,4,1216.6666666666667,3,"(299131.0441362541, 2772107.514896927)",170.2,False,False,True,False,True,False,False,True
9678,104,Y,30000,14.0,25.0569109,121.52692169999999,套,5,2142.8571428571427,3,"(303163.4321809301, 2772184.6768881753)",321.2448979591837,True,True,False,False,True,True,True,True
9679,242,N,4500,4.0,25.032817,121.432698,套,1,1125.0,3,"(293665.1941319228, 2769482.209642687)",128.3963963963964,False,False,True,False,False,False,False,False
9680,231,N,15000,10.0,24.9694985,121.5438035,套,6,1500.0,3,"(304905.60048295965, 2762509.1627016817)",216.53846153846155,False,True,False,False,False,False,False,True
9681,251,N,8000,11.01,25.172825,121.4515185,套,9,726.6121707538601,2,"(295512.618574496, 2784996.4753588876)",122.23913043478261,False,False,True,False,False,False,False,False
9682,114,N,36000,44.8,25.0684438,121.6054348,套,4,803.5714285714287,3,"(311079.4214815664, 2773495.2925725244)",0.0,False,True,False,False,False,False,False,False
9683,247,N,8500,12.0,25.082006,121.46843100000001,套,1,708.3333333333335,3,"(297252.3302924601, 2774942.6310848445)",125.87179487179488,False,False,True,False,True,False,False,False
9684,220,Y,8500,5.0,25.015284,121.46740600000001,套,5,1700.0,3,"(297174.4598225049, 2767551.816483772)",283.0086956521739,True,False,True,False,True,False,False,False
9685,220,N,23000,26.0,25.0173924,121.47281609999999,套,3,884.6153846153846,2,"(297719.6846269722, 2767787.246899342)",169.54166666666666,False,True,False,False,True,True,False,True
9686,231,N,31000,28.0,24.978093899999998,121.5422037,套,7,1107.142857142857,3,"(304740.2681185269, 2763460.582785953)",190.80612244897958,False,True,False,False,False,False,False,True
9687,231,N,35000,35.74,24.9731581,121.547844,套,15,979.29490766648,3,"(305311.92485535564, 2762916.157705576)",108.25,False,True,False,False,False,False,False,True
9688,114,N,23500,16.4,25.070287,121.579847,套,2,1432.9268292682927,2,"(308497.05706256774, 2773688.1434476506)",297.90909090909093,False,True,False,False,False,False,True,False
9689,104,N,42000,29.1,25.0634318,121.5341054,套,7,1443.298969072165,3,"(303885.3884845283, 2772909.8120555202)",256.5131578947368,False,True,False,False,False,True,True,True
9690,104,N,20000,10.0,25.0484361,121.54283170000001,套,9,2000.0,3,"(304772.4582680529, 2771252.3057437525)",297.36802973977694,False,True,False,False,True,True,True,True
9691,104,N,25000,13.0,25.058174899999997,121.53078319999999,套,2,1923.0769230769229,3,"(303552.49361534446, 2772326.207874717)",307.5121951219512,False,True,False,False,False,True,True,True
9692,231,N,6800,5.0,24.9681338,121.5433173,套,3,1360.0,3,"(304857.1150110482, 2762357.805687195)",206.53488372093022,False,False,True,False,False,False,False,False
9693,116,N,7300,6.0,24.9982777,121.5450592,套,5,1216.6666666666667,3,"(305019.577233932, 2765697.3940561744)",162.28,False,False,True,False,False,False,False,False
9694,111,N,12000,7.0,25.08844,121.508624,套,2,1714.2857142857142,2,"(301304.1273807847, 2775669.9540226436)",96.85185185185185,False,True,False,False,False,False,True,False
9695,110,N,7200,3.0,25.0429685,121.5672129,套,5,2400.0,3,"(307235.1436091558, 2770656.7717255997)",272.60736196319016,False,True,True,False,False,True,True,True
9696,220,N,9000,7.0,25.006604,121.46753999999999,套,5,1285.7142857142858,2,"(297191.3014475488, 2766590.42851976)",214.0,False,True,False,False,True,True,False,True
9697,220,Y,8500,5.0,25.015284,121.46740600000001,套,5,1700.0,3,"(297174.4598225049, 2767551.816483772)",283.0086956521739,True,False,True,False,True,False,False,False
9698,103,N,6200,5.0,25.068512,121.51268600000002,套,5,1240.0,3,"(301722.2342009675, 2773464.16083918)",188.64864864864865,False,True,True,False,False,False,True,True
9699,220,Y,7500,6.0,25.015284,121.46740600000001,套,18,1250.0,3,"(297174.4598225049, 2767551.816483772)",283.0086956521739,True,False,True,False,True,False,False,False
9700,104,N,38000,32.2,25.065269600000004,121.52479650000001,套,7,1180.1242236024843,3,"(302945.4153546896, 2773109.700804583)",255.17482517482517,False,True,False,False,False,True,True,True
9701,104,N,40000,32.2,25.065269600000004,121.52479650000001,套,4,1242.2360248447205,3,"(302945.4153546896, 2773109.700804583)",255.17482517482517,False,True,False,False,False,True,True,True
9702,237,Y,12000,37.0,24.930848100000002,121.37248989999999,套,7,324.3243243243243,2,"(287620.31773817725, 2758169.7575649577)",157.97142857142856,True,False,False,False,False,False,False,False
9703,108,N,11000,12.0,25.047018100000003,121.5047913,套,2,916.6666666666665,3,"(300934.6493672101, 2771080.3829391785)",230.90845070422534,False,True,False,False,True,True,True,True
9704,235,N,6500,6.0,24.9956798,121.4913851,套,5,1083.3333333333333,2,"(299602.5375906332, 2765388.9296396025)",190.44827586206895,False,False,True,False,True,False,False,False
9705,234,N,22000,28.0,25.0164202,121.51332659999998,套,2,785.7142857142858,3,"(301808.74447984376, 2767694.4414372765)",133.9206349206349,False,True,False,False,True,True,True,True
9706,114,N,28000,30.0,25.078079199999998,121.5954986,套,1,933.3333333333335,3,"(310072.2812897867, 2774558.123197382)",135.44444444444446,False,True,False,False,False,False,False,False
9707,235,N,6956,7.0,25.003313000000002,121.48455870000001,套,4,993.7142857142856,2,"(298910.4186273746, 2766231.9362536864)",163.71875,False,False,True,False,True,False,False,False
9708,220,N,7500,4.0,25.015284,121.46740600000001,套,5,1875.0,3,"(297174.4598225049, 2767551.816483772)",283.0086956521739,False,False,True,False,True,False,False,False
9709,220,N,4800,5.0,25.019938699999997,121.46075829999998,套,4,960.0,3,"(296501.75638896186, 2768065.0933811064)",203.96774193548387,False,False,True,False,True,False,False,False
9710,106,N,18000,8.37,25.043815600000002,121.5440136,套,3,2150.5376344086026,3,"(304893.77317447966, 2770740.991631108)",287.1388400702988,False,True,False,False,True,True,True,True
9711,104,N,20000,7.6,25.049602399999998,121.53334199999999,套,5,2631.578947368421,3,"(303814.40741913184, 2771377.6842509266)",279.5984848484849,False,True,False,False,True,True,True,True
9712,104,N,12000,6.0,25.065473,121.525006,套,3,2000.0,3,"(302966.4642090345, 2773132.3126011854)",257.7142857142857,False,True,False,False,False,True,True,True
9713,231,N,5500,6.0,24.982502,121.543798,套,5,916.6666666666665,3,"(304899.2728757377, 2763949.489047914)",247.98717948717947,False,False,True,False,False,False,False,False
9714,231,N,8500,6.0,24.975399300000003,121.54054640000001,套,4,1416.666666666667,3,"(304574.134796025, 2763161.448713927)",206.17391304347825,False,False,True,False,False,False,False,False
9715,241,Y,12947,8.0,25.0740109,121.4850871,套,5,1618.375,3,"(298935.6948067131, 2774062.9764064723)",125.93333333333334,True,False,False,False,True,False,False,False
9716,111,Y,20000,20.0,25.101225,121.5217737,套,4,1000.0,3,"(302625.0711878401, 2777091.157071241)",304.0571428571429,True,True,False,False,False,False,False,False
9717,111,Y,7500,4.0,25.0825103,121.5133422,套,1,1875.0,2,"(301782.5481935375, 2775014.9449388664)",107.33333333333333,True,False,True,False,False,False,True,False
9718,110,N,6000,4.5,25.0274143,121.5636063,套,5,1333.3333333333333,3,"(306878.3806881516, 2768932.378083809)",134.1556886227545,False,True,True,False,False,True,True,True
9719,237,N,16500,32.0,24.935951,121.36701599999999,套,3,515.625,2,"(287065.93966593134, 2758733.4625460166)",176.21052631578948,False,True,False,False,True,False,False,True
9720,220,N,4300,6.0,25.019966,121.46891799999999,套,2,716.6666666666665,3,"(297325.2705625537, 2768070.9430272835)",256.0315789473684,False,False,True,False,True,False,False,True
9721,235,Y,15000,32.0,24.983217899999996,121.50736699999999,套,4,468.75,3,"(301221.0104185871, 2764014.5356787005)",117.64444444444445,True,False,False,False,False,False,False,False
9722,242,N,6800,7.0,25.028209399999998,121.4125625,套,2,971.4285714285713,3,"(291634.77616727975, 2768965.510608757)",37.333333333333336,False,False,True,False,False,False,False,False
9723,247,N,8500,7.0,25.0931417,121.4600929,套,13,1214.2857142857142,3,"(296407.02445398143, 2776173.192332268)",240.47058823529412,False,False,True,False,False,False,False,False
9724,235,N,7500,8.0,24.9955733,121.5134588,套,4,937.5,3,"(301830.834813296, 2765385.389777932)",185.95833333333334,False,False,True,False,True,False,False,True
9725,111,N,8000,5.0,25.097639100000002,121.52379609999998,套,2,1600.0,3,"(302830.5904846694, 2776694.7498500478)",139.59701492537314,False,True,True,False,False,False,False,False
9726,103,Y,7000,3.0,25.0705223,121.51766200000002,套,2,2333.333333333333,3,"(302223.3933649262, 2773688.7458213493)",153.73333333333332,True,True,True,False,False,False,True,True
9727,110,N,36800,16.34,25.0412238,121.574192,套,11,2252.141982864137,3,"(307940.2111082627, 2770466.4876631144)",247.08695652173913,False,True,False,False,False,True,True,False
9728,114,N,9000,6.0,25.078863000000002,121.583926,套,4,1500.0,3,"(308904.46745032875, 2774639.849026522)",214.8235294117647,False,True,False,False,False,False,False,False
9729,238,Y,12000,14.8,24.949026999999997,121.385157,套,10,810.8108108108107,2,"(288893.9600298591, 2760186.864290767)",339.2857142857143,True,False,False,False,False,False,False,False
9730,235,N,6500,6.0,24.9874161,121.51458290000001,套,5,1083.3333333333333,2,"(301947.73692332837, 2764482.2911585434)",153.31034482758622,False,False,True,False,False,False,False,False
9731,222,N,5800,6.0,25.0060978,121.5979202,套,9,966.6666666666665,2,"(310351.791999656, 2766586.0858465442)",306.25,False,False,True,False,False,False,False,False
9734,110,Y,23000,18.0,25.0246054,121.5688975,套,3,1277.7777777777776,2,"(307413.67957195675, 2768623.4809305463)",219.05128205128204,True,False,False,False,False,True,True,False
9735,115,N,13000,6.0,25.0465546,121.5822601,套,5,2166.6666666666665,3,"(308751.8197249121, 2771060.437754978)",189.5,False,True,False,False,False,True,True,False
9736,231,N,35800,35.0,24.9725477,121.5481874,套,14,1022.8571428571428,3,"(305346.8693172945, 2762848.6869509737)",185.6,False,True,False,False,False,False,False,True
9737,116,N,9000,7.0,24.999236,121.539498,套,5,1285.7142857142858,3,"(304457.7832418257, 2765801.294777838)",215.40740740740742,False,True,False,False,False,True,True,False
9738,241,N,9000,5.5,25.080472,121.491492,套,3,1636.3636363636365,3,"(299579.2306461608, 2774780.9776306506)",96.72413793103448,False,True,False,False,True,False,True,True
9739,231,N,4900,3.0,24.9811401,121.5426102,套,3,1633.333333333333,3,"(304779.95924541325, 2763798.1583534637)",217.9469696969697,False,False,True,False,False,False,False,False
9740,116,N,39000,43.0,24.995207399999998,121.54619240000001,套,5,906.9767441860464,3,"(305135.3373715674, 2765357.772576162)",164.64285714285714,False,True,False,False,False,False,False,True
9741,234,N,10000,7.0,25.009764999999998,121.51677,套,5,1428.571428571429,3,"(302159.0954595208, 2766958.599915117)",192.47321428571428,False,True,False,False,True,True,False,True
9743,242,N,8000,7.5,25.030705899999997,121.4341807,套,4,1066.6666666666667,3,"(293815.5706253473, 2769248.8540149336)",146.93243243243242,False,False,True,False,False,False,False,False
9744,251,N,13000,30.0,25.1848643,121.4254768,套,4,433.33333333333326,2,"(292883.3957696836, 2786321.4804031486)",152.4,False,True,False,False,True,False,False,True
9745,108,N,7500,10.0,25.018491,121.4956319,套,3,750.0,2,"(300021.9950988582, 2767917.1633083243)",79.8125,False,False,True,False,False,False,False,False
9746,244,N,19000,31.0,25.081832100000003,121.3833712,套,7,612.9032258064517,1,"(288672.0032874612, 2774896.3307921044)",299.4117647058824,False,False,False,False,True,True,True,True
9747,235,N,32000,25.63,24.9940035,121.5171264,套,4,1248.5368708544675,2,"(302201.7284214882, 2765212.9184188275)",175.3181818181818,False,True,False,False,True,True,True,True
9748,231,N,11000,20.0,24.9652714,121.51548590000002,套,5,550.0,2,"(302048.21576404397, 2762029.793762639)",151.95,False,True,False,False,False,False,True,True
9749,235,N,8500,5.0,25.002628299999998,121.49653629999999,套,12,1700.0,2,"(300119.71157758724, 2766160.471021342)",258.5833333333333,False,False,True,False,True,False,False,False
9750,111,N,12900,10.0,25.107489,121.53260300000001,套,1,1290.0,2,"(303714.57670948573, 2777789.261590833)",199.72222222222223,False,True,False,False,False,True,True,True
9751,104,N,17000,10.0,25.07787,121.54546200000001,套,5,1700.0,3,"(305024.7155917769, 2774513.648050525)",170.86363636363637,False,True,False,False,False,False,True,False
